address,cars,bluecar counter,utilib_counter,utilib_counter,charge_slots,charging status,city,kind,postal_code,rental_status,slots,station_type,status,subscription_status,year,month,day,hour,minute,timestamp,Total_cars
47 boulevard de l'HÃ´pital,3,3,0,1,0,operational,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,8,10,27,2018-04-08 10:27:00,4
199 avenue Daumesnil,0,0,0,0,0,nonexistent,Paris,STATION,75012,operational,4,station,ok,nonexistent,2018,4,2,23,15,2018-04-02 23:15:00,0
19 rue du GÃ©nÃ©ral Leclerc,4,4,0,0,0,nonexistent,Montfermeil,SPACE,93370,operational,2,full_station,ok,operational,2018,4,8,1,6,2018-04-08 01:06:00,4
2 Avenue de la Cristallerie,6,6,0,0,0,nonexistent,SÃ¨vres,STATION,92310,operational,0,station,ok,nonexistent,2018,4,1,7,53,2018-04-01 07:53:00,6
11 rue Marguerite Long,4,4,0,1,0,operational,Paris,STATION,75017,operational,1,station,ok,nonexistent,2018,4,9,7,9,2018-04-09 07:09:00,5
25 avenue Georges ClÃ©menceau,4,4,1,0,0,nonexistent,Neuilly-Plaisance,STATION,93360,operational,1,station,ok,nonexistent,2018,4,4,21,28,2018-04-04 21:28:00,5
1 avenue Hoche,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,4,6,54,2018-04-04 06:54:00,3
18 rue Pasteur,6,6,0,0,0,nonexistent,Saint-Cloud,STATION,92210,operational,1,station,ok,nonexistent,2018,4,2,5,52,2018-04-02 05:52:00,6
15 avenue du GÃ©nÃ©ral Laperrine,4,4,0,0,1,operational,Paris,STATION,75012,operational,2,station,ok,nonexistent,2018,4,6,5,52,2018-04-06 05:52:00,4
64 Boulevard Maurice Barres,5,5,0,0,0,nonexistent,Neuilly-sur-Seine,STATION,92200,operational,0,station,ok,nonexistent,2018,4,9,7,39,2018-04-09 07:39:00,5
61 boulevard Saint-Jacques,0,0,0,0,0,nonexistent,Paris,PARKING,75014,broken,0,station,closed,nonexistent,2018,4,6,6,23,2018-04-06 06:23:00,0
8 avenue de Choisy,1,1,0,0,0,nonexistent,Paris,STATION,75013,operational,0,station,ok,nonexistent,2018,4,7,16,10,2018-04-07 16:10:00,1
90 boulevard National,1,1,0,0,0,nonexistent,La Garenne-Colombes,STATION,92250,operational,5,station,ok,nonexistent,2018,4,6,15,24,2018-04-06 15:24:00,1
99 Boulevard Arago,1,1,1,0,0,nonexistent,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,8,12,34,2018-04-08 12:34:00,2
86 Rue du Lieutenant Colonel de Montbrison,6,6,0,0,0,nonexistent,Rueil-Malmaison,STATION,92500,operational,0,station,ok,nonexistent,2018,4,9,23,43,2018-04-09 23:43:00,6
3 rue Roger Salengro,3,3,0,1,0,nonexistent,Drancy,STATION,93700,operational,0,station,ok,nonexistent,2018,4,7,9,19,2018-04-07 09:19:00,4
41 Boulevard Pasteur,5,5,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,6,16,33,2018-04-06 16:33:00,5
16 Rue du Faubourg Saint-Antoine,0,0,0,0,0,broken,Paris,STATION,75012,broken,0,station,closed,nonexistent,2018,4,4,11,17,2018-04-04 11:17:00,0
22 place de l'Europe,0,0,0,0,0,nonexistent,Alfortville,STATION,94140,broken,0,station,closed,nonexistent,2018,4,1,15,11,2018-04-01 15:11:00,0
60 Avenue Victor Hugo,2,2,0,0,1,operational,Paris,SPACE,75016,operational,3,full_station,ok,broken,2018,4,1,3,16,2018-04-01 03:16:00,2
11 avenue du GÃ©nÃ©ral De Gaulle,6,6,0,0,0,nonexistent,Antony,STATION,92160,operational,0,station,ok,broken,2018,4,7,17,8,2018-04-07 17:08:00,6
12 Rue Francis de PressensÃ©,4,4,0,0,0,nonexistent,Puteaux,STATION,92800,operational,1,station,ok,nonexistent,2018,4,7,15,29,2018-04-07 15:29:00,4
44 rue Paul Barruel,5,5,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,5,16,14,2018-04-05 16:14:00,5
127 Quai de Stalingrad,1,1,1,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,3,station,ok,nonexistent,2018,4,4,22,41,2018-04-04 22:41:00,2
17 rue Caulaincourt,0,0,0,0,0,nonexistent,Paris,STATION,75018,broken,0,station,closed,nonexistent,2018,4,7,22,26,2018-04-07 22:26:00,0
123 Grande Rue,1,1,1,3,0,nonexistent,SÃ¨vres,STATION,92310,operational,0,station,ok,nonexistent,2018,4,1,0,20,2018-04-01 00:20:00,5
24 rue de la Paix,0,0,0,0,1,operational,Paris,STATION,75002,operational,5,station,ok,nonexistent,2018,4,6,2,55,2018-04-06 02:55:00,0
4 Rue Croix des Petits Champs,0,0,0,0,0,nonexistent,Paris,STATION,75001,operational,4,station,ok,nonexistent,2018,4,8,18,10,2018-04-08 18:10:00,0
22 Rue Mademoiselle,2,2,0,0,0,nonexistent,Paris,STATION,75015,operational,5,station,ok,nonexistent,2018,4,9,22,9,2018-04-09 22:09:00,2
156 Boulevard Charles de Gaulle,4,4,0,0,0,nonexistent,Colombes,STATION,92700,operational,2,station,ok,nonexistent,2018,4,2,12,53,2018-04-02 12:53:00,4
28 rue Darcet,2,2,0,0,1,operational,Paris,STATION,75017,operational,1,station,ok,nonexistent,2018,4,1,2,53,2018-04-01 02:53:00,2
230 Rue de Vaugirard,0,0,0,0,1,operational,Paris,STATION,75015,operational,5,station,ok,nonexistent,2018,4,1,18,44,2018-04-01 18:44:00,0
8 rue Adolphe Mille,2,2,0,1,0,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,4,18,23,2018-04-04 18:23:00,3
215 Avenue des GrÃ©sillons,5,5,0,0,0,nonexistent,Gennevilliers,STATION,92230,operational,1,station,ok,nonexistent,2018,4,1,9,53,2018-04-01 09:53:00,5
5 avenue de la RÃ©publique,6,6,0,0,0,operational,Paris,STATION,75011,operational,0,station,ok,nonexistent,2018,4,2,10,43,2018-04-02 10:43:00,6
1bis rue Ravignan,5,5,0,1,0,operational,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,3,21,20,2018-04-03 21:20:00,6
20 Rue Saint John Perse,3,3,0,0,0,nonexistent,Limeil-BrÃ©vannes,STATION,94450,operational,3,station,ok,nonexistent,2018,4,1,11,19,2018-04-01 11:19:00,3
188 rue de Courcelles,3,3,0,0,0,operational,Paris,STATION,75017,operational,1,station,ok,nonexistent,2018,4,3,12,16,2018-04-03 12:16:00,3
8 avenue MÃ©nelotte,6,6,0,0,0,nonexistent,Colombes,STATION,92700,operational,0,station,ok,nonexistent,2018,4,8,5,37,2018-04-08 05:37:00,6
2 avenue de la Porte de Charenton,0,0,0,0,2,operational,Paris,STATION,75012,operational,6,station,ok,nonexistent,2018,4,3,9,38,2018-04-03 09:38:00,0
44 Place de l'Ãglise,4,4,0,0,0,nonexistent,Pantin,STATION,93500,operational,2,station,ok,nonexistent,2018,4,1,8,23,2018-04-01 08:23:00,4
2 avenue Matignon,2,2,0,0,1,operational,Paris,STATION,75008,operational,1,station,ok,nonexistent,2018,4,3,13,37,2018-04-03 13:37:00,2
25 rue de la Plaine,4,4,1,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,3,12,38,2018-04-03 12:38:00,5
3 Rue Salomon de Rothschild,4,4,0,1,0,nonexistent,Suresnes,STATION,92150,operational,0,station,ok,nonexistent,2018,4,9,2,23,2018-04-09 02:23:00,5
125 Avenue Louis Roche,2,2,0,0,0,nonexistent,Gennevilliers,STATION,92230,operational,2,station,ok,nonexistent,2018,4,6,6,33,2018-04-06 06:33:00,2
5 avenue des Guilleraies,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,8,5,30,2018-04-08 05:30:00,3
59 avenue Reille,4,4,0,0,1,operational,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,8,21,38,2018-04-08 21:38:00,4
21 rue Paul Bert,3,3,0,1,0,nonexistent,Arcueil,STATION,94110,operational,1,station,ok,nonexistent,2018,4,2,0,1,2018-04-02 00:01:00,4
16 avenue GalilÃ©e,7,7,0,0,0,nonexistent,Le Plessis-Robinson,STATION,92350,operational,0,station,ok,nonexistent,2018,4,9,12,13,2018-04-09 12:13:00,7
44 Rue de Champ Chardon,6,6,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,4,14,27,2018-04-04 14:27:00,6
10 rue Castagnou,0,0,0,0,1,operational,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,5,22,7,2018-04-05 22:07:00,0
66 Boulevard CamÃ©linat,0,0,0,0,0,nonexistent,Gennevilliers,STATION,92230,operational,6,station,ok,nonexistent,2018,4,7,21,14,2018-04-07 21:14:00,0
123 Rue Salvador Allende,4,4,0,1,0,nonexistent,Nanterre,STATION,92000,operational,0,station,ok,nonexistent,2018,4,8,13,52,2018-04-08 13:52:00,5
1 rue Claude PernÃ¨s,4,4,0,0,0,nonexistent,Rosny-sous-Bois,SPACE,93110,operational,0,full_station,ok,broken,2018,4,5,10,31,2018-04-05 10:31:00,4
1 avenue du GÃ©nÃ©ral de Gaulle,5,5,0,0,0,nonexistent,Versailles,STATION,78000,operational,1,station,ok,nonexistent,2018,4,2,9,41,2018-04-02 09:41:00,5
19 rue BrÃ©montier,3,3,0,0,0,operational,Paris,STATION,75017,operational,2,station,ok,nonexistent,2018,4,4,21,2,2018-04-04 21:02:00,3
113 Rue Duhesme,1,1,0,0,2,operational,Paris,STATION,75018,operational,3,station,ok,nonexistent,2018,4,1,16,11,2018-04-01 16:11:00,1
5 rue des Ecoles,4,4,0,0,0,nonexistent,Nanterre,STATION,92000,operational,2,station,ok,nonexistent,2018,4,8,0,37,2018-04-08 00:37:00,4
403 Avenue de la RÃ©publique,1,1,0,0,0,nonexistent,Nanterre,STATION,92000,operational,4,station,ok,nonexistent,2018,4,6,1,51,2018-04-06 01:51:00,1
2 avenue de l'Ãpi dâOr,1,1,0,1,0,nonexistent,Villejuif,STATION,94800,operational,3,station,ok,nonexistent,2018,4,9,4,14,2018-04-09 04:14:00,2
98 boulevard Murat,1,1,1,0,1,operational,Paris,STATION,75016,operational,4,station,ok,nonexistent,2018,4,3,1,37,2018-04-03 01:37:00,2
43 rue du Docteur Finlay,0,0,0,0,2,operational,Paris,STATION,75015,operational,4,station,ok,nonexistent,2018,4,8,16,4,2018-04-08 16:04:00,0
58 Avenue de la Division Leclerc,0,0,0,0,0,nonexistent,Cachan,STATION,94230,broken,0,station,closed,nonexistent,2018,4,9,20,46,2018-04-09 20:46:00,0
123 boulevard Victor Hugo,2,2,0,0,0,nonexistent,Clichy-la-Garenne,STATION,92210,operational,2,station,ok,nonexistent,2018,4,1,22,44,2018-04-01 22:44:00,2
3 avenue Paul Langevin,5,5,0,0,0,nonexistent,Sceaux,STATION,92330,operational,0,station,ok,nonexistent,2018,4,5,1,26,2018-04-05 01:26:00,5
2 Rue Fernand Pelloutier,4,4,0,0,0,nonexistent,Puteaux,STATION,92800,operational,0,station,ok,nonexistent,2018,4,5,19,19,2018-04-05 19:19:00,4
83 boulevard Flandrin,1,1,0,0,0,operational,Paris,STATION,75016,operational,3,station,ok,nonexistent,2018,4,5,17,20,2018-04-05 17:20:00,1
180 Avenue Victor Hugo,2,2,0,0,0,operational,Paris,STATION,75016,operational,2,station,ok,nonexistent,2018,4,5,21,22,2018-04-05 21:22:00,2
42 bis avenue Georges Mandel,6,6,0,0,0,operational,Paris,STATION,75016,operational,0,station,ok,nonexistent,2018,4,2,0,44,2018-04-02 00:44:00,6
145 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,0,nonexistent,Maisons-Alfort,STATION,94700,broken,0,station,closed,nonexistent,2018,4,8,21,30,2018-04-08 21:30:00,0
21 bis rue Notre-Dame des Victoires,0,0,0,0,0,nonexistent,Paris,STATION,75002,operational,4,station,ok,nonexistent,2018,4,4,6,24,2018-04-04 06:24:00,0
21 Rue de Chateaudun,0,0,0,0,0,nonexistent,Paris,STATION,75009,operational,0,station,ok,nonexistent,2018,4,8,14,48,2018-04-08 14:48:00,0
22 boulevard FÃ©lix Faure,1,1,0,0,0,nonexistent,Aulnay-sous-bois,SPACE,93600,operational,4,full_station,ok,operational,2018,4,3,6,53,2018-04-03 06:53:00,1
39 rue Julien Lacroix,6,6,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,5,23,48,2018-04-05 23:48:00,6
26 boulevard Gouvion Saint-Cyr,6,6,0,0,0,nonexistent,Paris,PARKING,75017,operational,0,station,ok,nonexistent,2018,4,5,2,45,2018-04-05 02:45:00,6
30 Boulevard de MÃ©nilmontant,2,2,0,0,1,operational,Paris,STATION,75020,operational,4,station,ok,nonexistent,2018,4,7,17,26,2018-04-07 17:26:00,2
4 rue Ãmile Reynaud,2,2,0,0,1,operational,Paris,STATION,75019,operational,1,station,ok,nonexistent,2018,4,4,16,53,2018-04-04 16:53:00,2
33 Avenue Jules Quentin,3,3,0,0,0,nonexistent,Nanterre,STATION,92000,operational,3,station,ok,nonexistent,2018,4,3,21,36,2018-04-03 21:36:00,3
37 rue de Dantzig,2,2,0,0,0,operational,Paris,STATION,75015,operational,2,station,ok,nonexistent,2018,4,9,16,39,2018-04-09 16:39:00,2
77 rue Jules Michelet,0,0,0,0,0,nonexistent,Colombes,STATION,92700,broken,0,station,closed,nonexistent,2018,4,2,9,52,2018-04-02 09:52:00,0
122 ter Rue de Picpus,3,3,0,0,1,operational,Paris,STATION,75012,operational,1,station,ok,nonexistent,2018,4,2,21,23,2018-04-02 21:23:00,3
7 boulevard Malesherbes,4,4,0,1,0,operational,Paris,STATION,75008,operational,0,station,ok,nonexistent,2018,4,3,11,20,2018-04-03 11:20:00,5
123 boulevard Victor Hugo,2,2,0,1,0,nonexistent,Clichy-la-Garenne,STATION,92210,operational,0,station,ok,nonexistent,2018,4,8,0,15,2018-04-08 00:15:00,3
11 rue d'Astorg,0,0,0,0,1,operational,Paris,STATION,75008,operational,5,station,ok,nonexistent,2018,4,2,23,0,2018-04-02 23:00:00,0
120 boulevard Gabriel PÃ©ri,4,4,0,0,0,nonexistent,Malakoff,STATION,92240,operational,3,station,ok,nonexistent,2018,4,6,7,47,2018-04-06 07:47:00,4
77 Boulevard Exelmans,1,1,0,0,0,nonexistent,Paris,STATION,75016,operational,3,station,ok,nonexistent,2018,4,4,0,44,2018-04-04 00:44:00,1
1 rue FranÃ§oise Dolto,0,0,0,0,1,operational,Paris,STATION,75013,operational,5,station,ok,nonexistent,2018,4,3,4,30,2018-04-03 04:30:00,0
19 rue Dalayrac,0,0,0,0,1,operational,Paris,STATION,75002,operational,5,station,ok,nonexistent,2018,4,5,19,29,2018-04-05 19:29:00,0
116 rue RÃ©aumur,0,0,0,0,0,operational,Paris,STATION,75002,operational,0,station,ok,nonexistent,2018,4,7,23,48,2018-04-07 23:48:00,0
28 rue Championnet,5,5,0,0,0,operational,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,3,5,42,2018-04-03 05:42:00,5
56 Rue La Fayette,3,3,0,0,1,operational,Paris,STATION,75009,operational,3,station,ok,nonexistent,2018,4,4,8,31,2018-04-04 08:31:00,3
14 rue Jouffroy d'Abbans,1,1,0,0,2,operational,Paris,STATION,75017,operational,4,station,ok,nonexistent,2018,4,7,9,10,2018-04-07 09:10:00,1
125 rue Diderot,4,4,0,0,0,nonexistent,Drancy,STATION,93700,operational,1,station,ok,nonexistent,2018,4,8,10,55,2018-04-08 10:55:00,4
1 rue des Nonnains d'HyÃ¨res,0,0,0,0,1,operational,Paris,STATION,75004,operational,5,station,ok,nonexistent,2018,4,6,5,12,2018-04-06 05:12:00,0
30 rue du MarÃ©chal Joffre,5,5,0,0,0,nonexistent,Colombes,SPACE,92700,operational,0,full_station,ok,operational,2018,4,8,5,21,2018-04-08 05:21:00,5
17 Rue Ãmile Zola,1,1,0,0,0,nonexistent,AsniÃ¨res-sur-Seine,STATION,92600,operational,4,station,ok,nonexistent,2018,4,3,5,39,2018-04-03 05:39:00,1
50 rue Emile Zola,0,0,0,0,0,nonexistent,Bezons,STATION,95870,operational,7,station,ok,nonexistent,2018,4,5,22,19,2018-04-05 22:19:00,0
20 boulevard de la Bastille,0,0,0,0,1,operational,Paris,STATION,75012,operational,5,station,ok,nonexistent,2018,4,4,0,8,2018-04-04 00:08:00,0
15 Rue de Verdun,2,2,0,1,0,nonexistent,Suresnes,SPACE,92150,operational,1,full_station,ok,operational,2018,4,8,14,47,2018-04-08 14:47:00,3
24 rue du Pont Louis-Philippe,0,0,0,0,2,operational,Paris,STATION,75004,operational,5,station,ok,nonexistent,2018,4,8,23,17,2018-04-08 23:17:00,0
139 boulevard de Grenelle,1,1,1,0,1,operational,Paris,STATION,75015,operational,1,station,ok,nonexistent,2018,4,7,13,25,2018-04-07 13:25:00,2
8 Boulevard de la Madeleine,0,0,0,0,0,nonexistent,Paris,STATION,75009,operational,3,station,ok,nonexistent,2018,4,4,6,23,2018-04-04 06:23:00,0
157 rue Jeanne D'Arc,1,1,0,0,1,operational,Paris,STATION,75013,operational,4,station,ok,nonexistent,2018,4,8,21,19,2018-04-08 21:19:00,1
1 Rue Riocreux,4,4,0,1,0,nonexistent,SÃ¨vres,STATION,92310,operational,0,station,ok,nonexistent,2018,4,7,3,31,2018-04-07 03:31:00,5
2 boulevard Pesaro,2,2,0,0,0,nonexistent,Nanterre,STATION,92000,operational,4,station,ok,nonexistent,2018,4,1,0,22,2018-04-01 00:22:00,2
22 Boulevard de Belleville,0,0,0,0,0,nonexistent,Paris,STATION,75020,operational,4,station,ok,nonexistent,2018,4,8,8,20,2018-04-08 08:20:00,0
118 rue Houdan,0,0,0,0,0,broken,Sceaux,STATION,92330,broken,0,station,closed,nonexistent,2018,4,5,19,50,2018-04-05 19:50:00,0
71 rue Caulaincourt,2,2,0,0,0,nonexistent,Paris,STATION,75018,operational,1,station,ok,nonexistent,2018,4,9,19,51,2018-04-09 19:51:00,2
168 boulevard du GÃ©nÃ©ral de Gaulle,4,4,0,0,0,nonexistent,Garches,STATION,92380,operational,2,station,ok,operational,2018,4,8,6,37,2018-04-08 06:37:00,4
2 avenue Georges Pompidou,0,0,0,0,0,nonexistent,Sucy-en-Brie,STATION,94370,future,0,station,scheduled,nonexistent,2018,4,9,3,49,2018-04-09 03:49:00,0
2 Rue PÃ©guy,4,4,0,1,0,operational,Paris,STATION,75006,operational,0,station,ok,nonexistent,2018,4,4,19,13,2018-04-04 19:13:00,5
118 avenue du GÃ©nÃ©ral De Gaulle,4,4,1,0,0,nonexistent,Clamart,STATION,92140,operational,0,station,ok,nonexistent,2018,4,9,7,28,2018-04-09 07:28:00,5
10 rue du Quatre septembre,0,0,0,0,1,operational,Paris,STATION,75002,operational,5,station,ok,nonexistent,2018,4,9,3,44,2018-04-09 03:44:00,0
56 Rue des Plantes,0,0,0,0,1,operational,Paris,STATION,75014,operational,3,station,ok,nonexistent,2018,4,8,17,57,2018-04-08 17:57:00,0
2 rue Sibour,0,0,0,0,1,operational,Paris,STATION,75010,operational,5,station,ok,nonexistent,2018,4,5,5,31,2018-04-05 05:31:00,0
6 rue Michelet,1,1,0,0,2,operational,Paris,STATION,75006,operational,5,station,ok,nonexistent,2018,4,4,11,57,2018-04-04 11:57:00,1
21 Boulevard des Ãles,4,4,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,0,station,ok,nonexistent,2018,4,8,17,17,2018-04-08 17:17:00,4
91 Rue du Faubourg Saint-HonorÃ©,0,0,0,0,0,broken,Paris,STATION,75008,broken,0,station,closed,nonexistent,2018,4,4,12,34,2018-04-04 12:34:00,0
15 rue Olier,2,2,0,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,8,1,35,2018-04-08 01:35:00,2
45 Avenue de la Bourdonnais,0,0,0,0,1,operational,Paris,STATION,75007,operational,3,station,ok,nonexistent,2018,4,1,20,32,2018-04-01 20:32:00,0
356 rue des PyrÃ©nÃ©es,6,6,0,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,4,1,29,2018-04-04 01:29:00,6
24 Avenue d'IÃ©na,0,0,0,0,0,nonexistent,Paris,STATION,75016,operational,3,station,ok,nonexistent,2018,4,8,4,37,2018-04-08 04:37:00,0
19 rue BrÃ©montier,1,1,0,1,0,operational,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,8,0,17,2018-04-08 00:17:00,2
8 avenue MÃ©nelotte,5,5,0,0,0,nonexistent,Colombes,STATION,92700,operational,0,station,ok,nonexistent,2018,4,5,4,41,2018-04-05 04:41:00,5
24 rue du ChÃ¢teau Landon,1,1,0,1,0,operational,Paris,STATION,75010,operational,3,station,ok,nonexistent,2018,4,3,12,30,2018-04-03 12:30:00,2
20 Rue Frida Kahlo,0,0,0,0,0,nonexistent,Saint-Ouen,PARKING,93400,future,0,station,scheduled,nonexistent,2018,4,4,8,43,2018-04-04 08:43:00,0
69 Rue de Courcelles,0,0,0,0,2,operational,Paris,STATION,75008,operational,3,station,ok,nonexistent,2018,4,7,14,40,2018-04-07 14:40:00,0
38 Rue RÃ©aumur,1,1,0,0,1,operational,Paris,STATION,75003,operational,3,station,ok,nonexistent,2018,4,3,8,45,2018-04-03 08:45:00,1
97 boulevard de Port-Royal,4,4,0,0,0,nonexistent,Paris,STATION,75014,operational,2,station,ok,nonexistent,2018,4,5,17,49,2018-04-05 17:49:00,4
19 Rue Polonceau,2,2,1,0,0,nonexistent,Paris,STATION,75018,operational,0,station,ok,nonexistent,2018,4,3,20,34,2018-04-03 20:34:00,3
33 rue de Lourmel,2,2,2,1,0,nonexistent,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,5,6,39,2018-04-05 06:39:00,5
9 boulevard Bourdon,0,0,0,0,2,operational,Paris,STATION,75004,operational,6,station,ok,nonexistent,2018,4,3,22,31,2018-04-03 22:31:00,0
139 boulevard de Grenelle,2,2,1,0,0,operational,Paris,STATION,75015,operational,0,station,ok,nonexistent,2018,4,7,7,54,2018-04-07 07:54:00,3
52 Rue Carnot,4,4,0,0,0,nonexistent,Suresnes,STATION,92150,operational,2,station,ok,nonexistent,2018,4,7,11,40,2018-04-07 11:40:00,4
6 Rue Adolphe Yvon,3,3,0,0,1,operational,Paris,STATION,75016,operational,3,station,ok,nonexistent,2018,4,4,18,44,2018-04-04 18:44:00,3
65 boulevard de Picpus,5,5,0,0,0,nonexistent,Paris,PARKING,75012,operational,0,station,ok,nonexistent,2018,4,2,11,0,2018-04-02 11:00:00,5
7 Rue Francois 1er,0,0,0,0,2,operational,Paris,STATION,75008,operational,6,station,ok,nonexistent,2018,4,1,6,55,2018-04-01 06:55:00,0
1 rue Claude PernÃ¨s,4,4,1,0,0,nonexistent,Rosny-sous-Bois,SPACE,93110,operational,0,full_station,ok,operational,2018,4,1,5,3,2018-04-01 05:03:00,5
1 rue Maryse BastiÃ©,3,3,0,0,0,nonexistent,Aulnay-sous-bois,STATION,93600,operational,3,station,ok,nonexistent,2018,4,8,13,20,2018-04-08 13:20:00,3
210 rue de Courcelles,6,6,0,0,0,operational,Paris,STATION,75017,operational,0,station,ok,nonexistent,2018,4,7,6,35,2018-04-07 06:35:00,6
188 boulevard Saint-Germain,2,2,0,0,0,operational,Paris,STATION,75007,operational,0,station,ok,nonexistent,2018,4,7,13,8,2018-04-07 13:08:00,2
6 avenue Foch,0,0,0,0,0,nonexistent,Paris,PARKING,75016,broken,0,station,closed,nonexistent,2018,4,9,20,22,2018-04-09 20:22:00,0
8 Place du 25 AoÃ»t 1944,0,0,0,0,0,nonexistent,Paris,STATION,75014,operational,3,station,ok,nonexistent,2018,4,9,5,23,2018-04-09 05:23:00,0
49 avenue de l'Arche,4,4,0,0,0,nonexistent,Courbevoie,STATION,92400,operational,1,station,ok,nonexistent,2018,4,1,2,26,2018-04-01 02:26:00,4
115 avenue de Malakoff,1,1,0,0,0,nonexistent,Paris,STATION,75016,operational,2,station,ok,nonexistent,2018,4,5,4,9,2018-04-05 04:09:00,1
166 promenade du Verger,0,0,0,0,0,nonexistent,Issy-les-Moulineaux,STATION,92130,operational,2,station,ok,nonexistent,2018,4,1,18,8,2018-04-01 18:08:00,0
4 Chemin des petits marais,4,4,1,1,0,operational,Gennevilliers,STATION,92230,operational,0,station,ok,nonexistent,2018,4,2,17,39,2018-04-02 17:39:00,6
30 avenue de Verdun,5,5,0,0,0,nonexistent,Villeneuve-la-Garenne,STATION,92390,operational,0,station,ok,operational,2018,4,1,4,11,2018-04-01 04:11:00,5
7 rue du Colonel Driant,0,0,0,0,0,nonexistent,Paris,STATION,75001,operational,2,station,ok,nonexistent,2018,4,1,10,54,2018-04-01 10:54:00,0
6 Rue Louis Blanc,0,0,0,1,0,operational,Paris,STATION,75010,operational,2,station,ok,nonexistent,2018,4,6,20,53,2018-04-06 20:53:00,1
1 rue Jean Monnet,1,1,0,0,0,nonexistent,Nogent-sur-Marne,SPACE,94130,operational,5,full_station,ok,broken,2018,4,4,19,30,2018-04-04 19:30:00,1
13 Rue de l'Union,1,1,0,0,0,nonexistent,Nanterre,STATION,92000,operational,4,station,ok,nonexistent,2018,4,6,16,56,2018-04-06 16:56:00,1
1 rue Henry Espaullard,0,0,0,0,0,nonexistent,Noisy-le-Sec,STATION,93130,operational,5,station,ok,nonexistent,2018,4,3,13,6,2018-04-03 13:06:00,0
58 avenue de la RÃ©publique,6,6,0,0,0,nonexistent,Bagnolet,STATION,93170,operational,0,station,ok,nonexistent,2018,4,4,1,10,2018-04-04 01:10:00,6
37 rue Sainte-Croix de la Bretonnerie,0,0,0,0,0,nonexistent,Paris,STATION,75004,operational,3,station,ok,nonexistent,2018,4,1,4,40,2018-04-01 04:40:00,0
21 Boulevard des Invalides,0,0,0,0,2,operational,Paris,STATION,75007,operational,6,station,ok,nonexistent,2018,4,9,2,2,2018-04-09 02:02:00,0
2 rue Paul CÃ©zanne,0,0,0,0,0,nonexistent,Neuilly-Plaisance,SPACE,93360,operational,2,full_station,ok,operational,2018,4,8,11,59,2018-04-08 11:59:00,0
24 rue Monte Cristo,5,5,1,0,0,operational,Paris,STATION,75020,operational,0,station,ok,nonexistent,2018,4,4,6,8,2018-04-04 06:08:00,6
76 rue Botzaris,1,1,0,0,0,nonexistent,Paris,STATION,75019,operational,3,station,ok,nonexistent,2018,4,5,16,0,2018-04-05 16:00:00,1
204 rue Saint-Martin,0,0,0,0,0,nonexistent,Paris,STATION,75003,operational,2,station,ok,nonexistent,2018,4,2,19,34,2018-04-02 19:34:00,0
1 place Saint Gervais,1,1,0,0,2,operational,Paris,STATION,75004,operational,5,station,ok,nonexistent,2018,4,1,6,4,2018-04-01 06:04:00,1
65 Rue RenÃ© Cros,5,5,0,0,0,nonexistent,Bagneux,STATION,92220,operational,1,station,ok,nonexistent,2018,4,4,14,53,2018-04-04 14:53:00,5
6 rue de Paris,6,6,0,0,0,nonexistent,Meudon,STATION,92190,operational,0,station,ok,nonexistent,2018,4,1,18,12,2018-04-01 18:12:00,6
1 rue AndrÃ© Theuriet,0,0,0,0,0,nonexistent,Bourg-la-Reine,SPACE,92340,operational,6,full_station,ok,operational,2018,4,7,2,12,2018-04-07 02:12:00,0
10 Avenue du Docteur Arnold Netter,3,3,0,0,0,operational,Paris,STATION,75012,operational,0,station,ok,nonexistent,2018,4,6,18,52,2018-04-06 18:52:00,3
35 Rue Louis Blanc,1,1,1,0,0,nonexistent,Saint-Ouen,STATION,93400,operational,4,station,ok,nonexistent,2018,4,4,7,40,2018-04-04 07:40:00,2
